Customer ID,Feedback Date,Feedback Text,Feedback Channel,Customer Sentiment,Service Category,Region,Customer Segment,Response Time,Resolution Status,Assigned Topic,Customer Satisfaction Score,Feedback Category,Customer Interaction History,Bank Response Text,Areas Bank is Lacking
754,2024-04-08 09:27:59.298468,"The mobile app update improved performance, thank you!",Survey,Positive,Mortgage Services,Europe,Students,7,Unresolved,Service Issue,1,Usability,Frequent user,We are working on resolving your issue.,Slow Customer Service
755,2024-07-26 09:27:59.298470,"I had a great experience getting my credit card, easy and fast process.",Survey,Negative,Credit Cards,Europe,Young Families,41,Resolved,Service Issue,3,Customer Service,Called last year,We apologize for the inconvenience.,Slow Customer Service
756,2023-12-28 09:27:59.298472,"Mobile banking interface is user-friendly, much appreciated.",Social Media,Positive,Mortgage Services,Asia,Retirees,26,Resolved,Service Issue,3,Usability,Frequent user,Your issue has been resolved.,High Fees
757,2023-12-07 09:27:59.298473,"The app has many technical issues, crashes frequently.",Social Media,Positive,Loan Services,South America,Retirees,26,Unresolved,Service Issue,1,Customer Service,Called last year,We apologize for the inconvenience.,Loan Processing Delays
758,2024-05-03 09:27:59.298475,"Investment advice was very helpful, made some good decisions.",Branch Visit,Positive,ATM Services,North America,Retirees,7,Unresolved,Service Issue,3,Usability,First interaction,We are working on resolving your issue.,Loan Processing Delays
759,2024-04-08 09:27:59.298476,"Service charges are too high for young professionals, need better options.",Social Media,Mixed,Credit Cards,Australia,Retirees,10,Resolved,Service Issue,1,Technical Issue,Frequent user,We apologize for the inconvenience.,High Fees
760,2024-06-22 09:27:59.298478,"Service charges are too high for young professionals, need better options.",Social Media,Negative,Fees & Charges,Asia,Students,25,Resolved,Service Issue,2,Customer Service,Frequent user,We apologize for the inconvenience.,High Fees
761,2024-04-22 09:27:59.298479,"Great service at the branch, very helpful staff!",Branch Visit,Mixed,Credit Cards,Australia,Young Professionals,43,Unresolved,Service Issue,2,Usability,Provided feedback 2 months ago,We are working on resolving your issue.,ATM Failures
762,2024-03-25 09:27:59.298483,"The ATM was out of cash twice last week, very frustrating.",Branch Visit,Mixed,Online Banking,Asia,Young Families,34,Unresolved,Service Issue,4,Customer Service,Frequent user,We apologize for the inconvenience.,Technical Issues
763,2024-01-16 09:27:59.298484,"Mobile banking interface is user-friendly, much appreciated.",Mobile App,Negative,Mortgage Services,Europe,Young Professionals,46,Resolved,Service Issue,3,Technical Issue,Provided feedback 2 months ago,Thank you for your feedback.,Technical Issues
764,2024-08-31 09:27:59.298486,"The bank charges too many fees, thinking of switching.",Branch Visit,Mixed,Loan Services,Europe,Small Business,29,Unresolved,Service Issue,4,Technical Issue,Provided feedback 2 months ago,Your issue has been resolved.,Slow Customer Service
765,2024-06-18 09:27:59.298487,Why are there so many hidden fees? Totally dissatisfied.,Email,Negative,Mortgage Services,North America,Small Business,6,Resolved,Service Issue,1,Usability,First interaction,Thank you for your feedback.,Loan Processing Delays
766,2024-04-19 09:27:59.298489,"Investment advice was very helpful, made some good decisions.",Phone Call,Mixed,Investment Advice,South America,Students,48,Resolved,Service Issue,3,Customer Service,First interaction,Your issue has been resolved.,High Fees
767,2024-07-09 09:27:59.298491,"Quick and easy mortgage application, great experience.",Mobile App,Mixed,Online Banking,Australia,Small Business,46,Unresolved,Service Issue,5,Customer Service,Called last year,We apologize for the inconvenience.,Technical Issues
768,2024-03-02 09:27:59.298492,The interest rates on savings accounts are too low.,Mobile App,Negative,ATM Services,South America,Retirees,32,Unresolved,Service Issue,3,Usability,First interaction,We apologize for the inconvenience.,Technical Issues
769,2024-07-02 09:27:59.298494,"Mortgage rates are competitive, happy with the process.",Phone Call,Positive,Savings Accounts,South America,Students,33,Resolved,Service Issue,5,Usability,Called last year,Your issue has been resolved.,Slow Customer Service
770,2024-06-11 09:27:59.298495,"Mortgage rates are competitive, happy with the process.",Phone Call,Negative,Loan Services,North America,Young Professionals,20,Resolved,Service Issue,1,Customer Service,Called last year,We are working on resolving your issue.,ATM Failures
771,2023-11-04 09:27:59.298497,"Investment advice was very helpful, made some good decisions.",Social Media,Positive,Credit Cards,North America,Young Professionals,28,Resolved,Service Issue,4,Customer Service,Provided feedback 2 months ago,We are working on resolving your issue.,ATM Failures
772,2024-05-31 09:27:59.298499,"App functionality needs improvement, crashes during transfers.",Mobile App,Negative,Mobile Banking,Asia,Young Families,48,Resolved,Service Issue,4,Customer Service,Provided feedback 2 months ago,Your issue has been resolved.,Loan Processing Delays
773,2024-03-13 09:27:59.298500,"The mobile app update improved performance, thank you!",Branch Visit,Negative,Credit Cards,Asia,Small Business,24,Unresolved,Service Issue,3,Customer Service,Called last year,We apologize for the inconvenience.,Slow Customer Service
774,2024-02-07 09:27:59.298502,"Great service at the branch, very helpful staff!",Survey,Mixed,Mortgage Services,South America,Small Business,29,Resolved,Service Issue,1,Technical Issue,Provided feedback 2 months ago,Thank you for your feedback.,Technical Issues
775,2023-11-18 09:27:59.298503,"App functionality needs improvement, crashes during transfers.",Survey,Negative,Investment Advice,Europe,Small Business,34,Resolved,Service Issue,5,Usability,Provided feedback 2 months ago,We apologize for the inconvenience.,Technical Issues
776,2024-04-23 09:27:59.298505,"The credit card features are excellent, love the rewards program.",Survey,Positive,Savings Accounts,North America,Students,34,Unresolved,Service Issue,4,Usability,Provided feedback 2 months ago,We are working on resolving your issue.,Slow Customer Service
777,2024-04-04 09:27:59.298507,"Service charges are too high for young professionals, need better options.",Social Media,Mixed,Savings Accounts,North America,Retirees,27,Unresolved,Service Issue,2,Usability,First interaction,Thank you for your feedback.,Loan Processing Delays
778,2023-12-02 09:27:59.298508,Why are there so many hidden fees? Totally dissatisfied.,Social Media,Positive,Investment Advice,Europe,Retirees,30,Unresolved,Service Issue,4,Usability,Frequent user,Thank you for your feedback.,Technical Issues
779,2023-11-10 09:27:59.298510,The interest rates on savings accounts are too low.,Branch Visit,Positive,Mortgage Services,North America,Small Business,9,Unresolved,Service Issue,4,Technical Issue,Frequent user,Your issue has been resolved.,High Fees
780,2024-08-19 09:27:59.298512,"App functionality needs improvement, crashes during transfers.",Email,Positive,Online Banking,North America,Young Families,31,Resolved,Service Issue,4,Customer Service,First interaction,We are working on resolving your issue.,Slow Customer Service
781,2024-07-06 09:27:59.298513,"The wait time for customer support is too long, not acceptable.",Branch Visit,Mixed,Savings Accounts,North America,Young Families,38,Unresolved,Service Issue,3,Customer Service,Called last year,We are working on resolving your issue.,ATM Failures
782,2024-04-08 09:27:59.298515,"Investment advice was very helpful, made some good decisions.",Survey,Negative,Mobile Banking,Asia,Small Business,41,Resolved,Service Issue,5,Usability,Called last year,We apologize for the inconvenience.,Technical Issues
783,2024-06-05 09:27:59.298516,"Loan approval took forever, not coming back for another loan.",Phone Call,Positive,Online Banking,Australia,Young Professionals,11,Unresolved,Service Issue,2,Usability,Frequent user,Your issue has been resolved.,Loan Processing Delays
784,2024-02-15 09:27:59.298518,"Mortgage rates are competitive, happy with the process.",Email,Negative,Mobile Banking,Australia,Young Families,12,Unresolved,Service Issue,1,Customer Service,Provided feedback 2 months ago,Your issue has been resolved.,Technical Issues
785,2024-06-20 09:27:59.298519,"The ATM was out of cash twice last week, very frustrating.",Email,Positive,Savings Accounts,North America,Retirees,47,Unresolved,Service Issue,4,Usability,Frequent user,We apologize for the inconvenience.,ATM Failures
786,2023-11-23 09:27:59.298521,"Very satisfied with customer service, helped resolve my issue quickly.",Branch Visit,Positive,ATM Services,Europe,Small Business,5,Resolved,Service Issue,2,Customer Service,Frequent user,We are working on resolving your issue.,Loan Processing Delays
787,2024-09-09 09:27:59.298522,"I’m not happy with the loan approval process, very slow.",Branch Visit,Negative,Fees & Charges,South America,Retirees,45,Unresolved,Service Issue,1,Customer Service,Frequent user,Your issue has been resolved.,ATM Failures
788,2024-01-16 09:27:59.298524,"App functionality needs improvement, crashes during transfers.",Email,Mixed,Mobile Banking,Europe,Students,4,Resolved,Service Issue,1,Customer Service,First interaction,We apologize for the inconvenience.,High Fees
789,2024-05-06 09:27:59.298526,"The app logs me out constantly, very frustrating.",Mobile App,Mixed,Mortgage Services,Europe,Small Business,37,Resolved,Service Issue,3,Customer Service,First interaction,Thank you for your feedback.,High Fees
790,2023-10-05 09:27:59.298527,Why are there so many hidden fees? Totally dissatisfied.,Branch Visit,Negative,ATM Services,Australia,Retirees,31,Resolved,Service Issue,5,Customer Service,Called last year,Thank you for your feedback.,ATM Failures
791,2024-01-02 09:27:59.298529,The interest rates on savings accounts are too low.,Social Media,Negative,Investment Advice,North America,Young Families,13,Unresolved,Service Issue,5,Usability,Frequent user,Thank you for your feedback.,ATM Failures
792,2024-04-25 09:27:59.298530,"The wait time for customer support is too long, not acceptable.",Branch Visit,Positive,Online Banking,Australia,Young Families,48,Unresolved,Service Issue,2,Usability,First interaction,Your issue has been resolved.,ATM Failures
793,2024-09-19 09:27:59.298532,It took too long to get a response from customer support.,Email,Mixed,Online Banking,Europe,Young Families,28,Resolved,Service Issue,1,Customer Service,Provided feedback 2 months ago,We are working on resolving your issue.,Loan Processing Delays
794,2024-05-19 09:27:59.298534,The interest rates on savings accounts are too low.,Branch Visit,Negative,Mortgage Services,South America,Young Families,42,Unresolved,Service Issue,1,Technical Issue,Provided feedback 2 months ago,We apologize for the inconvenience.,High Fees
795,2024-09-08 09:27:59.298537,"Quick and easy mortgage application, great experience.",Social Media,Positive,Loan Services,North America,Students,33,Unresolved,Service Issue,1,Usability,First interaction,We apologize for the inconvenience.,ATM Failures
796,2023-12-02 09:27:59.298540,"Very satisfied with customer service, helped resolve my issue quickly.",Survey,Negative,Loan Services,South America,Students,31,Unresolved,Service Issue,2,Customer Service,Frequent user,We apologize for the inconvenience.,Slow Customer Service
797,2024-05-02 09:27:59.298543,"The mobile app update improved performance, thank you!",Survey,Negative,Savings Accounts,Australia,Young Families,1,Resolved,Service Issue,1,Customer Service,Provided feedback 2 months ago,We are working on resolving your issue.,High Fees
798,2024-04-15 09:27:59.298546,The mobile app is too slow and keeps crashing.,Survey,Mixed,Mortgage Services,South America,Retirees,5,Unresolved,Service Issue,1,Technical Issue,First interaction,Thank you for your feedback.,Loan Processing Delays
799,2024-02-28 09:27:59.298548,"The bank charges too many fees, thinking of switching.",Phone Call,Negative,ATM Services,Europe,Students,25,Resolved,Service Issue,4,Customer Service,Called last year,We apologize for the inconvenience.,Technical Issues
800,2024-07-05 09:27:59.298551,"Service charges are too high for young professionals, need better options.",Email,Negative,ATM Services,South America,Young Professionals,2,Unresolved,Service Issue,3,Usability,Frequent user,Thank you for your feedback.,Slow Customer Service
801,2023-09-30 09:27:59.298554,"Customer support was unhelpful, they couldn't resolve my issue.",Survey,Mixed,Online Banking,Asia,Retirees,42,Resolved,Service Issue,3,Technical Issue,Frequent user,Your issue has been resolved.,Loan Processing Delays
802,2024-03-23 09:27:59.298556,"Mobile banking interface is user-friendly, much appreciated.",Social Media,Negative,Loan Services,Asia,Retirees,42,Resolved,Service Issue,4,Technical Issue,Called last year,We apologize for the inconvenience.,Slow Customer Service
803,2024-05-27 09:27:59.298559,"Mortgage rates are competitive, happy with the process.",Phone Call,Positive,Credit Cards,Asia,Small Business,34,Resolved,Service Issue,4,Customer Service,Called last year,Your issue has been resolved.,ATM Failures
804,2024-08-01 09:27:59.298562,The mobile app is too slow and keeps crashing.,Email,Negative,Fees & Charges,Asia,Young Families,44,Unresolved,Service Issue,2,Customer Service,Called last year,Your issue has been resolved.,Technical Issues
805,2023-12-09 09:27:59.298565,"The mobile app update improved performance, thank you!",Mobile App,Mixed,Investment Advice,Europe,Young Families,40,Resolved,Service Issue,3,Customer Service,Called last year,We apologize for the inconvenience.,Slow Customer Service
806,2024-07-23 09:27:59.298568,"The credit card features are excellent, love the rewards program.",Email,Positive,Investment Advice,North America,Small Business,35,Unresolved,Service Issue,1,Usability,Frequent user,Your issue has been resolved.,ATM Failures
807,2023-12-11 09:27:59.298570,"Quick and easy mortgage application, great experience.",Survey,Negative,Savings Accounts,North America,Young Professionals,44,Unresolved,Service Issue,5,Usability,First interaction,We apologize for the inconvenience.,ATM Failures
808,2023-11-30 09:27:59.298572,It took too long to get a response from customer support.,Email,Positive,Mobile Banking,South America,Students,2,Unresolved,Service Issue,3,Customer Service,Frequent user,Your issue has been resolved.,Technical Issues
809,2024-06-02 09:27:59.298573,"I’m not happy with the loan approval process, very slow.",Social Media,Negative,Credit Cards,Europe,Students,44,Resolved,Service Issue,2,Usability,Provided feedback 2 months ago,We are working on resolving your issue.,Technical Issues
810,2024-09-06 09:27:59.298575,"The ATM was out of cash twice last week, very frustrating.",Survey,Positive,Mobile Banking,Asia,Young Families,21,Resolved,Service Issue,4,Technical Issue,Provided feedback 2 months ago,We apologize for the inconvenience.,Loan Processing Delays
811,2024-05-28 09:27:59.298577,"The credit card features are excellent, love the rewards program.",Phone Call,Mixed,Savings Accounts,Australia,Retirees,45,Resolved,Service Issue,2,Usability,Called last year,We are working on resolving your issue.,Technical Issues
812,2024-03-16 09:27:59.298578,"The bank charges too many fees, thinking of switching.",Mobile App,Positive,ATM Services,Europe,Young Families,13,Resolved,Service Issue,5,Usability,First interaction,Your issue has been resolved.,Slow Customer Service
813,2023-10-11 09:27:59.298580,"The credit card features are excellent, love the rewards program.",Phone Call,Positive,Savings Accounts,Asia,Students,22,Resolved,Service Issue,3,Usability,First interaction,Thank you for your feedback.,ATM Failures
814,2023-12-01 09:27:59.298582,"The ATM was out of cash twice last week, very frustrating.",Mobile App,Mixed,Loan Services,North America,Retirees,40,Unresolved,Service Issue,3,Technical Issue,Called last year,We are working on resolving your issue.,ATM Failures
815,2024-01-10 09:27:59.298583,"Investment advice was very helpful, made some good decisions.",Social Media,Mixed,Fees & Charges,Australia,Young Professionals,35,Resolved,Service Issue,3,Technical Issue,Provided feedback 2 months ago,We are working on resolving your issue.,Loan Processing Delays
816,2023-12-31 09:27:59.298585,"The app logs me out constantly, very frustrating.",Survey,Mixed,Loan Services,Europe,Young Families,40,Unresolved,Service Issue,3,Customer Service,First interaction,Thank you for your feedback.,ATM Failures
817,2024-05-19 09:27:59.298587,"Service charges are too high for young professionals, need better options.",Phone Call,Negative,ATM Services,South America,Small Business,5,Unresolved,Service Issue,5,Customer Service,Frequent user,Your issue has been resolved.,Slow Customer Service
818,2024-02-14 09:27:59.298588,I had to call support twice to resolve the same issue.,Email,Mixed,Fees & Charges,Europe,Small Business,27,Resolved,Service Issue,5,Usability,First interaction,We apologize for the inconvenience.,Loan Processing Delays
819,2024-08-30 09:27:59.298590,"The ATM was out of cash twice last week, very frustrating.",Social Media,Mixed,Fees & Charges,Asia,Young Families,36,Unresolved,Service Issue,2,Technical Issue,First interaction,Your issue has been resolved.,Slow Customer Service
820,2023-10-26 09:27:59.298592,Why are there so many hidden fees? Totally dissatisfied.,Branch Visit,Mixed,Savings Accounts,Australia,Young Families,10,Resolved,Service Issue,3,Technical Issue,First interaction,We apologize for the inconvenience.,Loan Processing Delays
821,2024-01-16 09:27:59.298593,"I waited 30 minutes to speak to someone, and they weren't helpful.",Branch Visit,Mixed,Mortgage Services,Australia,Small Business,42,Resolved,Service Issue,5,Technical Issue,Frequent user,Your issue has been resolved.,Slow Customer Service
822,2024-02-05 09:27:59.298595,"Service charges are too high for young professionals, need better options.",Mobile App,Mixed,Investment Advice,Australia,Young Families,27,Unresolved,Service Issue,3,Technical Issue,First interaction,We are working on resolving your issue.,Loan Processing Delays
823,2024-08-26 09:27:59.298597,"ATM service is unreliable, often out of service.",Social Media,Positive,Mobile Banking,Australia,Students,46,Unresolved,Service Issue,1,Technical Issue,Called last year,We are working on resolving your issue.,Technical Issues
824,2024-07-20 09:27:59.298598,"Very satisfied with customer service, helped resolve my issue quickly.",Survey,Mixed,Loan Services,North America,Young Professionals,13,Unresolved,Service Issue,5,Customer Service,Frequent user,We are working on resolving your issue.,High Fees
825,2024-01-06 09:27:59.298600,I had to call support twice to resolve the same issue.,Survey,Negative,Savings Accounts,Australia,Students,5,Unresolved,Service Issue,5,Technical Issue,Frequent user,Thank you for your feedback.,Loan Processing Delays
826,2024-08-23 09:27:59.298601,"Mortgage rates are competitive, happy with the process.",Mobile App,Negative,Fees & Charges,Australia,Young Families,20,Resolved,Service Issue,2,Technical Issue,First interaction,Your issue has been resolved.,Loan Processing Delays
827,2024-01-23 09:27:59.298603,"The credit card features are excellent, love the rewards program.",Social Media,Positive,Credit Cards,Australia,Young Professionals,31,Unresolved,Service Issue,2,Customer Service,Provided feedback 2 months ago,Thank you for your feedback.,Loan Processing Delays
828,2024-07-15 09:27:59.298605,Why are there so many hidden fees? Totally dissatisfied.,Mobile App,Positive,Savings Accounts,South America,Students,25,Resolved,Service Issue,5,Usability,Provided feedback 2 months ago,Your issue has been resolved.,Slow Customer Service
829,2024-07-07 09:27:59.298606,"Mobile banking interface is user-friendly, much appreciated.",Branch Visit,Mixed,ATM Services,North America,Small Business,31,Resolved,Service Issue,3,Customer Service,Provided feedback 2 months ago,Thank you for your feedback.,Slow Customer Service
830,2024-05-05 09:27:59.298608,"Quick and easy mortgage application, great experience.",Phone Call,Negative,Investment Advice,Asia,Young Professionals,4,Resolved,Service Issue,1,Technical Issue,Frequent user,We apologize for the inconvenience.,ATM Failures
831,2024-04-11 09:27:59.298609,"Quick and easy mortgage application, great experience.",Social Media,Mixed,Fees & Charges,Asia,Students,15,Unresolved,Service Issue,2,Usability,Provided feedback 2 months ago,Thank you for your feedback.,Technical Issues
832,2024-09-17 09:27:59.298611,"The mobile app update improved performance, thank you!",Phone Call,Negative,Online Banking,Europe,Small Business,4,Resolved,Service Issue,5,Technical Issue,Called last year,We are working on resolving your issue.,ATM Failures
833,2024-04-13 09:27:59.298612,"App functionality needs improvement, crashes during transfers.",Mobile App,Positive,Credit Cards,Europe,Young Families,27,Unresolved,Service Issue,4,Technical Issue,Provided feedback 2 months ago,Thank you for your feedback.,Technical Issues
834,2024-04-10 09:27:59.298614,"The ATM was out of cash twice last week, very frustrating.",Survey,Negative,Credit Cards,Australia,Young Professionals,20,Resolved,Service Issue,3,Customer Service,First interaction,Thank you for your feedback.,Technical Issues
835,2024-08-23 09:27:59.298615,The interest rates on savings accounts are too low.,Social Media,Positive,Fees & Charges,Europe,Retirees,11,Unresolved,Service Issue,1,Usability,Called last year,We apologize for the inconvenience.,Slow Customer Service
836,2024-02-07 09:27:59.298617,"Investment advice was very helpful, made some good decisions.",Mobile App,Negative,Credit Cards,Australia,Retirees,45,Resolved,Service Issue,3,Usability,Frequent user,Thank you for your feedback.,High Fees
837,2023-09-30 09:27:59.298619,The mobile app is too slow and keeps crashing.,Phone Call,Negative,Online Banking,South America,Young Families,39,Unresolved,Service Issue,4,Technical Issue,Provided feedback 2 months ago,We are working on resolving your issue.,Technical Issues
838,2024-04-12 09:27:59.298620,"The wait time for customer support is too long, not acceptable.",Branch Visit,Positive,Savings Accounts,North America,Young Professionals,42,Resolved,Service Issue,3,Customer Service,Called last year,Thank you for your feedback.,Technical Issues
839,2023-10-26 09:27:59.298622,"Investment advice was very helpful, made some good decisions.",Branch Visit,Mixed,ATM Services,Australia,Students,18,Resolved,Service Issue,2,Technical Issue,Provided feedback 2 months ago,Thank you for your feedback.,High Fees
840,2024-05-12 09:27:59.298623,"Quick and easy mortgage application, great experience.",Social Media,Mixed,Fees & Charges,Europe,Young Families,12,Resolved,Service Issue,5,Customer Service,Frequent user,Your issue has been resolved.,ATM Failures
841,2024-07-16 09:27:59.298625,"The app logs me out constantly, very frustrating.",Email,Negative,Credit Cards,Australia,Retirees,21,Resolved,Service Issue,1,Customer Service,Frequent user,We are working on resolving your issue.,ATM Failures
842,2023-11-25 09:27:59.298626,"I waited 30 minutes to speak to someone, and they weren't helpful.",Mobile App,Negative,Mortgage Services,Australia,Retirees,16,Unresolved,Service Issue,3,Technical Issue,Called last year,We are working on resolving your issue.,High Fees
843,2023-12-27 09:27:59.298628,"Very satisfied with customer service, helped resolve my issue quickly.",Survey,Negative,Fees & Charges,Europe,Young Professionals,46,Resolved,Service Issue,3,Usability,Frequent user,We are working on resolving your issue.,ATM Failures
844,2023-12-24 09:27:59.298630,"The credit card features are excellent, love the rewards program.",Mobile App,Mixed,Loan Services,South America,Young Professionals,2,Unresolved,Service Issue,2,Customer Service,Frequent user,Thank you for your feedback.,Slow Customer Service
845,2024-08-29 09:27:59.298631,I had to call support twice to resolve the same issue.,Mobile App,Mixed,Credit Cards,North America,Young Families,46,Unresolved,Service Issue,1,Customer Service,Frequent user,We are working on resolving your issue.,ATM Failures
846,2024-04-26 09:27:59.298633,"The mobile app update improved performance, thank you!",Survey,Positive,Loan Services,Asia,Students,24,Unresolved,Service Issue,2,Usability,Frequent user,Thank you for your feedback.,Technical Issues
847,2024-06-15 09:27:59.298635,"The app has many technical issues, crashes frequently.",Email,Positive,Investment Advice,South America,Young Families,8,Unresolved,Service Issue,4,Customer Service,First interaction,Your issue has been resolved.,ATM Failures
848,2023-09-28 09:27:59.298636,Why are there so many hidden fees? Totally dissatisfied.,Mobile App,Positive,Credit Cards,Asia,Small Business,4,Resolved,Service Issue,5,Customer Service,Frequent user,We are working on resolving your issue.,Loan Processing Delays
849,2024-07-19 09:27:59.298638,The mobile app is too slow and keeps crashing.,Social Media,Negative,Loan Services,North America,Students,15,Unresolved,Service Issue,5,Customer Service,Called last year,We apologize for the inconvenience.,Loan Processing Delays
850,2024-01-21 09:27:59.298640,I had to call support twice to resolve the same issue.,Mobile App,Negative,Fees & Charges,Australia,Young Professionals,41,Unresolved,Service Issue,1,Customer Service,Provided feedback 2 months ago,We apologize for the inconvenience.,ATM Failures
851,2024-08-14 09:27:59.298641,"I’m not happy with the loan approval process, very slow.",Email,Mixed,ATM Services,Asia,Students,42,Resolved,Service Issue,2,Usability,Provided feedback 2 months ago,We are working on resolving your issue.,Technical Issues
852,2024-09-03 09:27:59.298643,"Loan approval took forever, not coming back for another loan.",Social Media,Positive,Mortgage Services,South America,Students,25,Resolved,Service Issue,1,Customer Service,First interaction,Your issue has been resolved.,ATM Failures
853,2023-11-02 09:27:59.298644,"I’m not happy with the loan approval process, very slow.",Survey,Mixed,Online Banking,North America,Young Professionals,30,Unresolved,Service Issue,3,Usability,Frequent user,Thank you for your feedback.,Slow Customer Service
854,2024-08-08 09:27:59.298646,"Service charges are too high for young professionals, need better options.",Social Media,Positive,Credit Cards,Australia,Small Business,11,Resolved,Service Issue,3,Customer Service,First interaction,Your issue has been resolved.,Slow Customer Service
855,2024-04-25 09:27:59.298647,"The credit card features are excellent, love the rewards program.",Mobile App,Positive,Fees & Charges,North America,Small Business,18,Unresolved,Service Issue,4,Usability,Provided feedback 2 months ago,Thank you for your feedback.,ATM Failures
856,2024-03-03 09:27:59.298649,"ATM service is unreliable, often out of service.",Branch Visit,Mixed,Savings Accounts,Asia,Young Professionals,39,Unresolved,Service Issue,2,Customer Service,First interaction,Your issue has been resolved.,Technical Issues
857,2024-08-10 09:27:59.298650,"Mortgage rates are competitive, happy with the process.",Email,Mixed,Fees & Charges,South America,Small Business,8,Unresolved,Service Issue,4,Customer Service,Provided feedback 2 months ago,We apologize for the inconvenience.,Technical Issues
858,2023-11-21 09:27:59.298652,"Mortgage rates are competitive, happy with the process.",Phone Call,Negative,Fees & Charges,Australia,Young Professionals,34,Resolved,Service Issue,4,Technical Issue,Frequent user,We apologize for the inconvenience.,Slow Customer Service
859,2024-02-29 09:27:59.298653,"The credit card features are excellent, love the rewards program.",Phone Call,Negative,Mobile Banking,Europe,Young Professionals,42,Unresolved,Service Issue,2,Usability,Frequent user,Thank you for your feedback.,Technical Issues
860,2023-11-24 09:27:59.298655,"Service charges are too high for young professionals, need better options.",Survey,Negative,Mortgage Services,Europe,Young Professionals,48,Resolved,Service Issue,1,Customer Service,Provided feedback 2 months ago,Thank you for your feedback.,Slow Customer Service
861,2024-04-08 09:27:59.298657,"I waited 30 minutes to speak to someone, and they weren't helpful.",Social Media,Mixed,Investment Advice,Europe,Retirees,20,Unresolved,Service Issue,2,Technical Issue,First interaction,We are working on resolving your issue.,High Fees
862,2024-06-29 09:27:59.298660,"The app has many technical issues, crashes frequently.",Survey,Positive,Credit Cards,North America,Young Professionals,30,Resolved,Service Issue,3,Usability,First interaction,We are working on resolving your issue.,ATM Failures
863,2024-08-01 09:27:59.298662,"Investment advice was very helpful, made some good decisions.",Survey,Negative,Mortgage Services,Asia,Young Families,29,Unresolved,Service Issue,1,Customer Service,First interaction,We apologize for the inconvenience.,Technical Issues
864,2023-12-12 09:27:59.298664,It took too long to get a response from customer support.,Phone Call,Positive,ATM Services,South America,Students,26,Unresolved,Service Issue,1,Usability,Called last year,Thank you for your feedback.,Slow Customer Service
865,2024-05-01 09:27:59.298665,"Mobile banking interface is user-friendly, much appreciated.",Survey,Mixed,Savings Accounts,South America,Students,35,Resolved,Service Issue,3,Customer Service,Frequent user,We are working on resolving your issue.,Technical Issues
866,2024-07-10 09:27:59.298668,"The app logs me out constantly, very frustrating.",Mobile App,Negative,ATM Services,Australia,Students,30,Unresolved,Service Issue,2,Technical Issue,Provided feedback 2 months ago,Thank you for your feedback.,Technical Issues
867,2024-07-29 09:27:59.298669,It took too long to get a response from customer support.,Phone Call,Mixed,Loan Services,Asia,Small Business,39,Unresolved,Service Issue,3,Usability,First interaction,Your issue has been resolved.,High Fees
868,2023-10-21 09:27:59.298671,"Customer support was unhelpful, they couldn't resolve my issue.",Phone Call,Negative,ATM Services,Europe,Retirees,46,Resolved,Service Issue,1,Customer Service,Called last year,We are working on resolving your issue.,High Fees
869,2023-11-06 09:27:59.298672,"The bank charges too many fees, thinking of switching.",Branch Visit,Positive,Investment Advice,South America,Students,19,Resolved,Service Issue,3,Usability,Frequent user,We apologize for the inconvenience.,Loan Processing Delays
870,2023-11-27 09:27:59.298674,"The ATM was out of cash twice last week, very frustrating.",Branch Visit,Positive,Savings Accounts,South America,Young Families,2,Unresolved,Service Issue,2,Technical Issue,Called last year,Your issue has been resolved.,Slow Customer Service
871,2023-12-20 09:27:59.298676,"Customer support was unhelpful, they couldn't resolve my issue.",Survey,Positive,Savings Accounts,South America,Small Business,26,Resolved,Service Issue,3,Usability,Provided feedback 2 months ago,Your issue has been resolved.,Technical Issues
872,2023-11-26 09:27:59.298678,It took too long to get a response from customer support.,Survey,Mixed,Investment Advice,Europe,Retirees,43,Resolved,Service Issue,3,Customer Service,First interaction,Your issue has been resolved.,Technical Issues
873,2023-12-02 09:27:59.298679,"I had a great experience getting my credit card, easy and fast process.",Branch Visit,Mixed,Credit Cards,Europe,Retirees,7,Resolved,Service Issue,2,Customer Service,First interaction,We apologize for the inconvenience.,Loan Processing Delays
874,2024-01-17 09:27:59.298681,"Great service at the branch, very helpful staff!",Mobile App,Positive,Loan Services,North America,Small Business,21,Unresolved,Service Issue,2,Usability,Frequent user,Thank you for your feedback.,Slow Customer Service
875,2024-09-23 09:27:59.298683,"High fees on savings accounts, definitely not competitive.",Social Media,Positive,ATM Services,North America,Small Business,19,Unresolved,Service Issue,1,Usability,Frequent user,Your issue has been resolved.,Loan Processing Delays
876,2023-11-29 09:27:59.298684,"Quick and easy mortgage application, great experience.",Phone Call,Mixed,Fees & Charges,Europe,Young Families,40,Resolved,Service Issue,2,Technical Issue,First interaction,Your issue has been resolved.,High Fees
877,2024-03-04 09:27:59.298686,"The mobile app update improved performance, thank you!",Phone Call,Mixed,Investment Advice,Asia,Small Business,43,Unresolved,Service Issue,1,Technical Issue,First interaction,Thank you for your feedback.,Slow Customer Service
878,2023-09-30 09:27:59.298687,The interest rates on savings accounts are too low.,Mobile App,Negative,ATM Services,North America,Young Professionals,15,Unresolved,Service Issue,3,Usability,Called last year,We apologize for the inconvenience.,ATM Failures
